bureau_id,app_id,account_type,account_age_months,credit_limit,current_balance,months_past_due,account_status
BUR054116,APP216929,Retail Card,22,2403.89,465.92,0,Closed
BUR054117,APP216929,Student Loan,11,9673.61,1267.14,0,Active
BUR054118,APP216930,Personal Loan,2,9760.92,5636.59,0,Active
BUR054119,APP216930,Auto Loan,86,11671.18,5561.51,0,Active
BUR054120,APP216930,Student Loan,94,200.0,109.5,0,Active
BUR054121,APP216930,Mortgage,99,1068.28,666.34,0,Active
BUR054122,APP216930,Mortgage,147,309.84,162.71,0,Active
BUR054123,APP216931,Retail Card,75,1599.85,240.57,2,Active
BUR054124,APP216931,Student Loan,120,11587.78,5563.81,0,Active
BUR054125,APP216932,Mortgage,166,1058.48,682.09,7,Active
BUR054126,APP216932,Auto Loan,133,13920.97,14796.81,0,Active
BUR054127,APP216932,Student Loan,150,954.9,285.51,0,Active
BUR054128,APP216932,Retail Card,49,5425.28,2054.78,4,Active
BUR054129,APP216932,Retail Card,89,2707.79,1494.06,0,Active
BUR054130,APP216933,Student Loan,2,10436.48,5362.29,0,Active
BUR054131,APP216933,Personal Loan,159,4993.51,1260.35,0,Active
BUR054132,APP216933,Credit Card,169,6391.54,370.44,0,Active
BUR054133,APP216933,Retail Card,2,35241.64,24375.4,0,Active
BUR054134,APP216934,Retail Card,60,13712.6,8266.22,5,Closed
BUR054135,APP216934,Auto Loan,6,18340.08,10278.92,0,Active
BUR054136,APP216934,Auto Loan,65,9922.52,7037.39,0,Active
BUR054137,APP216934,Personal Loan,23,2526.55,1328.59,0,Active
BUR054138,APP216934,Auto Loan,128,7884.17,1456.44,0,Active
BUR054139,APP216934,Retail Card,125,22208.71,4546.53,0,Closed
BUR054140,APP216934,Auto Loan,179,2250.64,1051.81,0,Active
BUR054141,APP216934,Credit Card,23,23534.41,5947.62,0,Active
BUR054142,APP216935,Credit Card,107,1826.79,493.48,0,Active
BUR054143,APP216935,Student Loan,42,8786.52,5111.12,0,Active
BUR054144,APP216936,Auto Loan,44,11071.73,6034.85,0,Active
BUR054145,APP216937,Student Loan,65,18149.37,5666.18,0,Active
BUR054146,APP216938,Student Loan,14,10238.77,5321.72,0,Active
BUR054147,APP216938,Auto Loan,2,2210.89,999.07,0,Active
BUR054148,APP216939,Mortgage,103,668.71,235.04,0,Active
BUR054149,APP216939,Auto Loan,56,523.51,281.69,9,Active
BUR054150,APP216940,Credit Card,179,11917.87,2070.72,0,Closed
BUR054151,APP216940,Personal Loan,35,312.31,225.83,0,Active
BUR054152,APP216940,Mortgage,112,1358.63,542.67,0,Active
BUR054153,APP216940,Retail Card,117,11941.93,7427.25,0,Active
BUR054154,APP216940,Mortgage,136,9092.48,6519.09,0,Active
BUR054155,APP216941,Mortgage,36,6271.47,1382.95,0,Closed
BUR054156,APP216941,Credit Card,15,6469.95,3459.27,0,Active
BUR054157,APP216941,Personal Loan,122,3112.16,1624.9,0,Closed
BUR054158,APP216941,Auto Loan,142,602.32,271.02,0,Closed
BUR054159,APP216942,Mortgage,14,2704.87,1748.17,0,Active
BUR054160,APP216942,Student Loan,15,9848.62,5587.57,1,Active
BUR054161,APP216942,Student Loan,93,4891.47,1557.27,0,Active
BUR054162,APP216942,Auto Loan,81,498.3,134.86,0,Active
BUR054163,APP216942,Credit Card,170,14472.64,3956.12,0,Active
BUR054164,APP216944,Credit Card,133,6019.28,5409.18,0,Active
BUR054165,APP216944,Personal Loan,133,933.59,169.29,0,Active
BUR054166,APP216944,Auto Loan,46,13952.14,7463.67,0,Active
BUR054167,APP216944,Credit Card,149,4560.21,246.27,0,Active
BUR054168,APP216944,Mortgage,154,2314.13,1297.76,0,Active
BUR054169,APP216944,Personal Loan,121,9508.1,9206.71,0,Active
BUR054170,APP216944,Personal Loan,172,7222.69,4270.69,0,Closed
BUR054171,APP216945,Retail Card,62,22598.94,3509.04,0,Closed
BUR054172,APP216946,Credit Card,22,1576.63,510.28,0,Closed
BUR054173,APP216946,Student Loan,163,22631.56,8072.61,0,Active
BUR054174,APP216946,Retail Card,113,3467.74,520.29,0,Active
BUR054175,APP216946,Student Loan,50,10917.97,2332.46,6,Active
BUR054176,APP216947,Personal Loan,39,4724.98,3465.1,0,Closed
BUR054177,APP216947,Student Loan,153,2841.16,1801.78,0,Active
BUR054178,APP216948,Mortgage,80,46102.74,15854.8,0,Active
BUR054179,APP216948,Credit Card,126,440.7,146.56,0,Active
BUR054180,APP216949,Retail Card,143,8129.54,3824.54,0,Closed
BUR054181,APP216949,Credit Card,22,12608.2,8074.98,0,Active
BUR054182,APP216949,Retail Card,160,767.38,403.2,0,Closed
BUR054183,APP216950,Credit Card,40,14758.98,8183.25,0,Closed
BUR054184,APP216950,Retail Card,17,4987.93,539.3,0,Active
BUR054185,APP216951,Mortgage,106,4241.29,2663.88,0,Active
BUR054186,APP216951,Auto Loan,161,205.68,6.38,0,Closed
BUR054187,APP216951,Student Loan,115,16338.96,4609.45,0,Active
BUR054188,APP216952,Student Loan,37,1066.03,526.0,0,Closed
BUR054189,APP216953,Mortgage,153,26989.0,6934.2,0,Active
BUR054190,APP216954,Personal Loan,106,200.0,30.85,0,Closed
BUR054191,APP216954,Retail Card,80,20454.72,12754.87,0,Active
BUR054192,APP216955,Student Loan,108,757.23,131.31,0,Active
BUR054193,APP216957,Retail Card,45,6454.79,2178.71,0,Active
BUR054194,APP216957,Auto Loan,4,4997.16,3336.18,1,Closed
BUR054195,APP216957,Mortgage,98,12581.98,7136.45,1,Active
BUR054196,APP216957,Student Loan,78,11540.08,7951.68,0,Active
BUR054197,APP216957,Credit Card,121,3719.38,521.43,0,Active
BUR054198,APP216958,Credit Card,9,592.7,40.97,0,Active
BUR054199,APP216958,Personal Loan,113,3833.86,1031.46,0,Closed
BUR054200,APP216958,Personal Loan,96,1692.11,186.97,0,Active
BUR054201,APP216958,Retail Card,22,11219.04,6248.69,0,Closed
BUR054202,APP216958,Credit Card,65,1674.76,716.4,0,Active
BUR054203,APP216959,Credit Card,171,20491.15,5149.05,0,Active
BUR054204,APP216959,Auto Loan,165,9554.19,3812.46,0,Active
BUR054205,APP216959,Personal Loan,71,868.18,381.12,0,Closed
BUR054206,APP216959,Auto Loan,156,2062.31,1258.19,0,Closed
BUR054207,APP216959,Personal Loan,72,8911.88,1461.43,9,Active
BUR054208,APP216959,Credit Card,172,1287.46,434.57,0,Active
BUR054209,APP216959,Retail Card,169,4759.97,1522.22,0,Active
BUR054210,APP216959,Credit Card,140,3777.58,3246.24,0,Active
BUR054211,APP216959,Auto Loan,169,5001.0,1018.54,0,Active
BUR054212,APP216960,Retail Card,66,10443.36,7291.92,0,Closed
BUR054213,APP216960,Retail Card,93,2894.17,943.93,0,Active
BUR054214,APP216961,Credit Card,46,29726.46,9641.29,0,Active
BUR054215,APP216961,Auto Loan,145,1350.64,522.65,0,Active
BUR054216,APP216962,Personal Loan,162,6030.06,1716.43,3,Active
BUR054217,APP216963,Retail Card,54,9798.9,4659.64,0,Active
BUR054218,APP216963,Retail Card,84,452.68,146.44,2,Active
BUR054219,APP216963,Auto Loan,52,7614.67,2602.05,0,Active
BUR054220,APP216963,Retail Card,54,917.07,313.43,0,Active
BUR054221,APP216963,Student Loan,72,3545.12,548.73,0,Active
BUR054222,APP216964,Mortgage,40,289.23,170.41,0,Active
BUR054223,APP216964,Student Loan,96,200.0,64.02,0,Closed
BUR054224,APP216964,Student Loan,28,8169.3,2086.14,0,Active
BUR054225,APP216964,Credit Card,112,605.71,298.91,2,Active
BUR054226,APP216965,Retail Card,178,14228.49,10092.45,4,Active
BUR054227,APP216966,Retail Card,153,3147.68,1378.87,0,Active
BUR054228,APP216966,Auto Loan,123,8235.88,3906.98,0,Active
BUR054229,APP216966,Retail Card,98,5578.15,2996.83,0,Active
BUR054230,APP216966,Student Loan,39,917.51,104.75,1,Active
BUR054231,APP216967,Retail Card,15,2949.59,1196.66,0,Closed
BUR054232,APP216967,Credit Card,75,20898.88,13103.4,0,Active
BUR054233,APP216967,Student Loan,102,11284.11,8191.46,0,Active
BUR054234,APP216967,Personal Loan,10,2859.83,383.9,0,Active
BUR054235,APP216968,Personal Loan,82,4482.2,2200.01,11,Active
BUR054236,APP216968,Mortgage,65,7197.37,1697.91,0,Active
BUR054237,APP216970,Student Loan,78,2578.22,675.41,0,Active
BUR054238,APP216970,Credit Card,37,5383.47,1562.15,0,Active
BUR054239,APP216970,Retail Card,139,5863.92,2033.25,1,Closed
BUR054240,APP216971,Personal Loan,156,479.74,120.14,0,Active
BUR054241,APP216971,Credit Card,49,10236.54,7716.36,0,Closed
BUR054242,APP216971,Credit Card,30,854.23,410.49,0,Active
BUR054243,APP216972,Mortgage,94,1094.18,167.75,0,Closed
BUR054244,APP216972,Student Loan,51,11292.7,6998.39,1,Active
BUR054245,APP216972,Personal Loan,90,2737.2,759.25,0,Closed
BUR054246,APP216972,Personal Loan,106,7975.82,8159.85,0,Active
BUR054247,APP216973,Mortgage,167,2148.25,628.22,0,Closed
BUR054248,APP216973,Student Loan,99,1984.04,1143.43,0,Active
BUR054249,APP216974,Mortgage,98,6320.98,2364.15,0,Active
BUR054250,APP216974,Personal Loan,86,1295.31,226.18,0,Active
BUR054251,APP216975,Mortgage,8,538.43,458.58,0,Active
BUR054252,APP216975,Credit Card,59,9886.25,5517.34,4,Active
BUR054253,APP216975,Auto Loan,61,200.0,145.01,1,Active
BUR054254,APP216975,Retail Card,10,25643.61,20188.79,0,Active
BUR054255,APP216975,Auto Loan,136,14486.18,7595.9,0,Active
BUR054256,APP216976,Auto Loan,131,13412.21,7689.69,0,Closed
BUR054257,APP216976,Mortgage,101,5977.57,1329.96,0,Active
BUR054258,APP216976,Retail Card,157,10459.2,3734.1,4,Active
BUR054259,APP216977,Retail Card,85,732.21,210.68,0,Active
BUR054260,APP216977,Credit Card,34,7168.22,6356.93,0,Active
BUR054261,APP216977,Mortgage,74,20704.39,13460.2,0,Closed
BUR054262,APP216977,Credit Card,77,15081.61,5335.53,0,Active
BUR054263,APP216977,Mortgage,117,495.46,167.31,0,Active
BUR054264,APP216978,Mortgage,29,27233.37,1964.48,0,Closed
BUR054265,APP216978,Personal Loan,126,18153.27,14255.46,0,Closed
BUR054266,APP216978,Student Loan,100,29773.13,2961.92,0,Active
BUR054267,APP216978,Retail Card,171,26808.35,8852.28,2,Closed
BUR054268,APP216979,Auto Loan,71,2615.92,171.44,0,Active
BUR054269,APP216979,Personal Loan,53,11727.02,4589.93,0,Active
BUR054270,APP216979,Retail Card,45,6454.07,1073.75,0,Closed
BUR054271,APP216980,Auto Loan,66,5239.61,2478.35,0,Closed
BUR054272,APP216980,Retail Card,152,9070.25,3091.08,0,Active
BUR054273,APP216981,Credit Card,19,4664.05,1599.04,0,Active
BUR054274,APP216981,Student Loan,149,2779.62,925.7,0,Active
BUR054275,APP216981,Retail Card,156,3990.53,2740.12,0,Active
BUR054276,APP216982,Personal Loan,153,3372.28,576.06,0,Active
BUR054277,APP216983,Retail Card,31,2346.84,552.74,0,Active
BUR054278,APP216983,Credit Card,85,4221.04,1947.2,0,Active
BUR054279,APP216983,Auto Loan,80,2911.33,1754.36,5,Closed
BUR054280,APP216984,Personal Loan,60,4802.8,3687.23,0,Closed
BUR054281,APP216984,Personal Loan,44,13601.46,5393.19,0,Closed
BUR054282,APP216984,Student Loan,5,1245.82,509.3,0,Active
BUR054283,APP216984,Credit Card,77,4884.5,1595.89,0,Closed
BUR054284,APP216985,Credit Card,145,2213.0,859.76,0,Active
BUR054285,APP216985,Auto Loan,129,5674.03,427.14,0,Active
BUR054286,APP216986,Auto Loan,69,200.0,78.32,0,Active
BUR054287,APP216986,Student Loan,175,3092.68,2108.92,0,Active
BUR054288,APP216987,Auto Loan,112,8793.5,5006.11,0,Closed
BUR054289,APP216987,Student Loan,53,4157.04,2250.78,0,Active
BUR054290,APP216987,Retail Card,80,4332.97,1431.33,0,Active
BUR054291,APP216987,Personal Loan,87,5544.5,2464.92,0,Active
BUR054292,APP216987,Credit Card,7,12014.19,5250.16,2,Active
BUR054293,APP216987,Auto Loan,14,4697.98,1619.85,0,Closed
BUR054294,APP216987,Credit Card,172,2939.46,2283.7,1,Active
BUR054295,APP216988,Retail Card,109,3362.81,706.24,0,Active
BUR054296,APP216988,Student Loan,116,3457.35,1679.41,0,Closed
BUR054297,APP216988,Auto Loan,58,26346.82,6627.12,0,Closed
BUR054298,APP216988,Retail Card,39,11825.65,4423.9,0,Active
BUR054299,APP216988,Mortgage,168,4678.62,1336.65,0,Active
BUR054300,APP216988,Credit Card,179,7809.41,4730.82,2,Active
BUR054301,APP216989,Auto Loan,79,9887.96,2391.5,0,Active
BUR054302,APP216989,Retail Card,43,201.71,138.24,0,Active
BUR054303,APP216989,Auto Loan,23,1089.78,581.25,0,Active
BUR054304,APP216989,Student Loan,52,23789.82,13165.81,0,Active
BUR054305,APP216989,Mortgage,53,7674.63,7034.37,0,Active
BUR054306,APP216989,Credit Card,48,353.35,127.27,0,Active
BUR054307,APP216990,Mortgage,54,6885.0,2512.07,0,Closed
BUR054308,APP216990,Retail Card,123,18868.8,9394.21,0,Active
BUR054309,APP216990,Credit Card,124,3140.73,984.64,0,Closed
BUR054310,APP216991,Auto Loan,93,1160.64,624.27,0,Closed
BUR054311,APP216991,Personal Loan,40,8525.83,5157.56,0,Active
BUR054312,APP216991,Retail Card,86,2142.1,320.47,0,Active
BUR054313,APP216991,Personal Loan,106,4275.05,1336.17,0,Active
BUR054314,APP216991,Student Loan,14,363.29,229.07,2,Active
BUR054315,APP216991,Student Loan,101,2120.07,62.91,0,Active
BUR054316,APP216992,Mortgage,140,200.0,82.33,2,Closed
BUR054317,APP216992,Student Loan,49,10243.23,8822.81,0,Active
BUR054318,APP216992,Mortgage,57,18249.55,1466.24,0,Active
BUR054319,APP216992,Student Loan,157,7184.65,5395.19,0,Closed
BUR054320,APP216992,Retail Card,62,10348.4,5776.04,0,Closed
BUR054321,APP216993,Retail Card,166,1506.52,214.08,0,Active
BUR054322,APP216994,Personal Loan,142,12182.42,3835.44,0,Closed
BUR054323,APP216994,Auto Loan,93,8001.61,6610.48,0,Active
BUR054324,APP216995,Auto Loan,104,6383.07,3698.5,0,Closed
BUR054325,APP216995,Retail Card,112,1254.9,532.05,0,Active
BUR054326,APP216995,Retail Card,91,2230.13,1167.23,0,Active
BUR054327,APP216995,Personal Loan,46,3005.19,617.34,0,Active
BUR054328,APP216996,Personal Loan,148,26838.52,22946.51,1,Active
BUR054329,APP216996,Personal Loan,160,25536.26,6356.6,0,Active
BUR054330,APP216996,Personal Loan,170,2595.96,1742.03,0,Active
BUR054331,APP216996,Credit Card,97,7335.49,861.59,0,Active
BUR054332,APP216998,Mortgage,103,4873.96,2020.19,0,Active
BUR054333,APP216998,Mortgage,149,8862.49,7077.12,0,Active
BUR054334,APP216998,Retail Card,77,18506.94,759.92,0,Active
BUR054335,APP216998,Auto Loan,94,10650.34,2216.95,1,Active
BUR054336,APP216999,Retail Card,96,5493.97,1613.66,0,Active
BUR054337,APP216999,Auto Loan,37,5548.27,3183.06,0,Closed
BUR054338,APP216999,Mortgage,57,4772.59,3331.91,0,Closed
BUR054339,APP216999,Retail Card,109,45835.6,35426.49,0,Active
BUR054340,APP216999,Retail Card,72,3688.65,2167.87,0,Closed
BUR054341,APP217000,Student Loan,127,3423.76,2835.6,0,Active
BUR054342,APP217000,Mortgage,81,7056.68,5120.16,0,Active
BUR054343,APP217000,Auto Loan,105,2158.92,403.23,0,Active
BUR054344,APP217000,Student Loan,31,11167.71,1456.33,0,Active
BUR054345,APP217000,Student Loan,160,7093.62,1838.71,1,Closed
BUR054346,APP217001,Personal Loan,40,23841.1,14225.59,0,Active
BUR054347,APP217003,Auto Loan,129,2152.64,1373.0,0,Active
BUR054348,APP217003,Auto Loan,133,10671.5,4118.96,5,Active
BUR054349,APP217003,Credit Card,169,2573.22,689.46,0,Active
BUR054350,APP217003,Student Loan,15,4128.81,2666.76,0,Active
BUR054351,APP217004,Personal Loan,138,6210.16,1851.26,0,Closed
BUR054352,APP217005,Retail Card,105,9154.95,1008.05,0,Active
BUR054353,APP217005,Retail Card,22,10577.98,1245.59,0,Active
BUR054354,APP217005,Retail Card,155,12094.01,9769.67,0,Active
BUR054355,APP217006,Credit Card,28,2001.59,1214.39,0,Active
BUR054356,APP217006,Mortgage,163,5064.63,3257.01,0,Active
BUR054357,APP217006,Student Loan,111,943.24,572.86,0,Closed
BUR054358,APP217006,Credit Card,171,9823.15,2881.82,1,Active
BUR054359,APP217007,Student Loan,147,12268.27,4555.23,0,Active
BUR054360,APP217008,Auto Loan,170,10633.05,5301.25,0,Closed
BUR054361,APP217008,Student Loan,164,3015.98,1364.66,0,Active
BUR054362,APP217008,Student Loan,19,25016.61,6300.43,0,Closed
BUR054363,APP217009,Retail Card,178,880.61,158.18,0,Active
BUR054364,APP217009,Auto Loan,54,9570.33,1432.48,0,Active
BUR054365,APP217009,Student Loan,56,19517.31,6841.12,0,Active
BUR054366,APP217009,Retail Card,39,17839.52,15448.68,0,Active
BUR054367,APP217009,Credit Card,43,5373.6,2204.43,0,Active
BUR054368,APP217010,Student Loan,38,24710.87,903.96,0,Active
BUR054369,APP217010,Retail Card,167,6758.14,5215.46,0,Closed
BUR054370,APP217010,Personal Loan,140,889.09,529.01,0,Active
BUR054371,APP217010,Auto Loan,145,3181.73,1166.87,0,Active
BUR054372,APP217010,Auto Loan,32,8662.7,5686.36,0,Active
BUR054373,APP217010,Student Loan,155,31190.64,9287.36,5,Closed
BUR054374,APP217010,Credit Card,142,4526.97,1223.22,0,Active
BUR054375,APP217010,Credit Card,39,470.69,423.3,0,Active
BUR054376,APP217011,Auto Loan,119,665.48,201.35,0,Active
BUR054377,APP217012,Retail Card,95,7035.71,3885.62,0,Active
BUR054378,APP217012,Retail Card,32,232.63,43.84,0,Active
BUR054379,APP217012,Credit Card,165,1716.82,733.71,0,Active
BUR054380,APP217012,Personal Loan,129,5246.47,3577.24,0,Closed
BUR054381,APP217013,Personal Loan,110,11038.63,4851.43,0,Active
BUR054382,APP217013,Auto Loan,117,880.16,319.03,0,Active
BUR054383,APP217013,Auto Loan,19,2336.8,612.24,2,Active
BUR054384,APP217014,Personal Loan,157,5161.2,2884.53,0,Active
BUR054385,APP217014,Credit Card,126,8084.15,2612.35,0,Closed
BUR054386,APP217014,Student Loan,146,49393.23,20107.74,0,Closed
BUR054387,APP217015,Mortgage,80,7792.16,5309.56,0,Active
BUR054388,APP217015,Mortgage,150,2268.18,484.54,0,Active
BUR054389,APP217015,Credit Card,72,5245.44,854.56,0,Active
BUR054390,APP217016,Credit Card,21,17126.41,4493.39,0,Active
BUR054391,APP217017,Student Loan,132,11790.56,11138.56,6,Active
BUR054392,APP217017,Retail Card,111,19147.58,4727.9,0,Closed
BUR054393,APP217018,Credit Card,20,678.86,171.5,0,Active
BUR054394,APP217018,Retail Card,152,6774.26,4335.69,0,Active
BUR054395,APP217018,Retail Card,157,6782.94,3210.39,0,Active
BUR054396,APP217020,Auto Loan,155,10325.67,4722.67,0,Active
BUR054397,APP217020,Personal Loan,7,8307.71,1441.76,0,Closed
BUR054398,APP217020,Auto Loan,23,22560.57,14099.16,0,Closed
BUR054399,APP217020,Student Loan,96,3116.8,1284.42,0,Active
BUR054400,APP217020,Student Loan,165,11568.41,5916.67,0,Closed
BUR054401,APP217021,Credit Card,141,8615.8,2115.28,0,Active
BUR054402,APP217021,Credit Card,136,21242.3,5882.82,0,Closed
BUR054403,APP217021,Mortgage,162,3740.3,769.29,0,Closed
BUR054404,APP217022,Auto Loan,66,683.31,207.62,0,Active
BUR054405,APP217022,Mortgage,110,12488.66,4194.91,0,Active
BUR054406,APP217023,Personal Loan,179,5746.82,1734.16,2,Active
BUR054407,APP217023,Retail Card,98,3706.13,1061.88,0,Closed
BUR054408,APP217023,Personal Loan,60,1324.5,1142.89,0,Active
BUR054409,APP217024,Mortgage,59,1234.62,385.86,0,Active
BUR054410,APP217024,Credit Card,66,607.26,327.3,0,Active
BUR054411,APP217025,Credit Card,68,3270.51,827.95,2,Active
BUR054412,APP217026,Retail Card,134,200.0,46.93,0,Closed
BUR054413,APP217026,Retail Card,71,11294.54,3289.88,0,Active
BUR054414,APP217026,Auto Loan,131,6863.62,3632.95,0,Active
BUR054415,APP217027,Credit Card,158,845.56,615.98,0,Closed
BUR054416,APP217027,Auto Loan,43,31862.01,9989.96,0,Active
BUR054417,APP217027,Auto Loan,114,2710.28,765.91,1,Active
BUR054418,APP217027,Mortgage,79,9575.46,2256.47,0,Active
BUR054419,APP217028,Auto Loan,14,495.29,315.05,0,Active
BUR054420,APP217028,Student Loan,64,2030.45,411.83,0,Active
BUR054421,APP217028,Retail Card,11,26033.35,10058.97,0,Active
BUR054422,APP217028,Mortgage,40,2552.86,947.81,0,Active
BUR054423,APP217029,Mortgage,163,3494.91,2960.89,0,Active
BUR054424,APP217029,Credit Card,104,2677.27,2174.93,0,Active
BUR054425,APP217029,Auto Loan,108,1040.05,798.68,0,Active
BUR054426,APP217029,Mortgage,127,235.46,111.58,0,Active
BUR054427,APP217030,Credit Card,136,3154.8,2442.16,0,Active
BUR054428,APP217030,Personal Loan,177,263.05,119.07,0,Closed
BUR054429,APP217030,Auto Loan,42,3791.38,1427.59,1,Active
BUR054430,APP217031,Personal Loan,89,2221.01,137.83,0,Closed
BUR054431,APP217031,Personal Loan,101,2738.98,1137.26,0,Active
BUR054432,APP217032,Mortgage,1,200.0,140.71,9,Active
BUR054433,APP217032,Credit Card,89,12039.15,11223.55,0,Active
BUR054434,APP217032,Student Loan,138,3156.25,1328.39,0,Active
BUR054435,APP217032,Credit Card,101,373.2,129.36,0,Active
BUR054436,APP217032,Retail Card,153,1729.01,685.71,0,Closed
BUR054437,APP217032,Student Loan,117,200.0,169.56,0,Active
BUR054438,APP217033,Personal Loan,38,308.43,250.96,0,Active
BUR054439,APP217033,Credit Card,142,1524.26,1537.65,0,Active
BUR054440,APP217033,Retail Card,18,1320.45,796.34,0,Active
BUR054441,APP217033,Retail Card,103,3699.35,2506.92,1,Active
BUR054442,APP217033,Student Loan,14,3295.4,1700.76,0,Active
BUR054443,APP217033,Personal Loan,23,1430.55,1237.14,0,Active
BUR054444,APP217033,Mortgage,4,200.0,122.85,0,Active
BUR054445,APP217034,Auto Loan,122,2317.69,1480.34,0,Active
BUR054446,APP217034,Personal Loan,170,831.71,408.3,0,Active
BUR054447,APP217034,Student Loan,155,3950.87,1576.73,0,Active
BUR054448,APP217035,Auto Loan,106,3954.36,2335.48,0,Closed
BUR054449,APP217035,Credit Card,56,9213.03,5224.71,0,Active
BUR054450,APP217035,Auto Loan,56,6894.48,1986.23,10,Closed
BUR054451,APP217035,Personal Loan,165,2100.6,738.05,0,Active
BUR054452,APP217035,Student Loan,80,12791.86,7036.65,0,Closed
BUR054453,APP217035,Credit Card,136,10442.7,6389.58,0,Active
BUR054454,APP217035,Retail Card,115,14981.04,10847.17,0,Active
BUR054455,APP217036,Auto Loan,21,2640.52,1152.63,0,Active
BUR054456,APP217036,Personal Loan,163,17791.21,10170.58,0,Active
BUR054457,APP217036,Credit Card,127,1367.38,663.42,1,Closed
BUR054458,APP217036,Mortgage,20,13734.85,8262.77,0,Active
BUR054459,APP217037,Student Loan,141,48496.6,14379.35,0,Active
BUR054460,APP217037,Student Loan,48,2887.76,2422.84,0,Active
BUR054461,APP217037,Credit Card,118,1107.76,372.66,0,Closed
BUR054462,APP217038,Retail Card,106,13016.09,6191.42,2,Active
BUR054463,APP217038,Credit Card,95,9003.58,365.35,0,Active
BUR054464,APP217039,Student Loan,124,1565.23,794.82,0,Active
BUR054465,APP217039,Credit Card,46,10392.86,3607.41,0,Active
BUR054466,APP217039,Auto Loan,7,9741.02,4005.97,0,Active
BUR054467,APP217040,Retail Card,100,7327.7,3493.34,0,Active
BUR054468,APP217040,Credit Card,45,7880.13,778.68,0,Active
BUR054469,APP217040,Credit Card,53,1391.23,315.59,8,Active
BUR054470,APP217040,Auto Loan,57,25424.65,14896.7,7,Active
BUR054471,APP217040,Student Loan,91,8281.19,6337.34,0,Closed
BUR054472,APP217040,Auto Loan,138,1460.9,425.35,0,Active
BUR054473,APP217040,Credit Card,106,13665.74,8083.11,0,Active
BUR054474,APP217040,Mortgage,153,7647.34,5669.48,8,Active
BUR054475,APP217041,Retail Card,135,13808.99,4464.73,0,Closed
BUR054476,APP217041,Credit Card,97,5208.23,3436.37,2,Active
BUR054477,APP217041,Personal Loan,37,2947.3,852.47,0,Active
BUR054478,APP217041,Mortgage,35,6130.53,3353.5,0,Active
BUR054479,APP217042,Credit Card,34,12379.26,3970.65,0,Active
BUR054480,APP217042,Credit Card,100,217.95,88.41,0,Active
BUR054481,APP217042,Retail Card,165,16841.79,10621.65,0,Active
BUR054482,APP217042,Student Loan,29,11368.12,6620.86,0,Active
BUR054483,APP217043,Retail Card,118,3802.23,1427.21,0,Active
BUR054484,APP217043,Retail Card,107,17238.5,14435.22,0,Active
BUR054485,APP217043,Student Loan,4,18518.91,3442.17,0,Closed
BUR054486,APP217043,Auto Loan,131,3058.4,2036.58,0,Active
BUR054487,APP217043,Personal Loan,7,4784.97,2640.35,0,Active
BUR054488,APP217044,Retail Card,119,14526.64,2369.53,0,Active
BUR054489,APP217045,Student Loan,125,1970.94,1334.66,0,Active
BUR054490,APP217045,Student Loan,144,879.35,397.27,0,Closed
BUR054491,APP217045,Retail Card,166,1843.08,1274.49,0,Active
BUR054492,APP217046,Retail Card,34,404.65,103.8,0,Active
BUR054493,APP217046,Personal Loan,55,5992.85,1658.43,0,Active
BUR054494,APP217046,Mortgage,101,2970.18,1076.98,0,Closed
BUR054495,APP217046,Retail Card,105,7672.51,6783.19,0,Active
BUR054496,APP217046,Auto Loan,113,2510.31,1295.65,0,Active
BUR054497,APP217047,Student Loan,155,373.42,196.92,0,Closed
BUR054498,APP217047,Retail Card,122,4649.82,1532.88,0,Active
BUR054499,APP217047,Credit Card,77,5999.32,3505.48,0,Closed
BUR054500,APP217047,Personal Loan,21,2346.91,1158.54,8,Closed
BUR054501,APP217048,Retail Card,9,9109.03,566.97,0,Active
BUR054502,APP217048,Personal Loan,47,2446.06,296.27,0,Closed
BUR054503,APP217048,Retail Card,11,16537.87,12346.75,1,Active
BUR054504,APP217048,Student Loan,47,10497.35,3614.56,0,Closed
BUR054505,APP217048,Credit Card,96,24370.31,4282.96,0,Active
BUR054506,APP217048,Personal Loan,127,2090.79,295.77,0,Active
BUR054507,APP217048,Personal Loan,43,9790.67,5648.76,0,Active
BUR054508,APP217048,Credit Card,177,2781.2,166.46,0,Active
BUR054509,APP217049,Credit Card,67,6917.57,6162.4,0,Active
BUR054510,APP217049,Student Loan,17,4648.84,2830.44,0,Active
BUR054511,APP217049,Auto Loan,99,4116.95,1713.18,0,Active
BUR054512,APP217050,Auto Loan,124,2757.29,1495.96,0,Active
BUR054513,APP217050,Student Loan,175,2726.59,1166.95,0,Closed
BUR054514,APP217050,Credit Card,85,4511.04,2886.85,0,Closed
BUR054515,APP217050,Retail Card,32,5997.78,2690.56,0,Closed
BUR054516,APP217051,Auto Loan,115,1293.29,1089.22,5,Active
BUR054517,APP217052,Auto Loan,16,10899.45,1204.18,0,Active
BUR054518,APP217052,Credit Card,75,20047.75,11135.63,0,Active
BUR054519,APP217052,Student Loan,121,15799.43,3656.95,0,Active
BUR054520,APP217052,Mortgage,142,1724.44,332.9,0,Active
BUR054521,APP217054,Retail Card,15,4461.43,1698.41,1,Active
BUR054522,APP217055,Credit Card,18,5471.98,1760.05,0,Active
BUR054523,APP217055,Personal Loan,92,3007.58,2225.82,0,Active
BUR054524,APP217056,Retail Card,75,6919.1,2067.29,0,Closed
